frame,sim_time_T0,n_aggregates,agg_id,n_particles,mass_Mearth,cx_AU,cy_AU,cz_AU,vx,vy,vz,dist_center_AU,r_cyl
49999,5000.0,1390,177,288,288.0,11.688400268554688,-0.014598400332033634,5.2637200355529785,-0.11099299788475037,-0.000364984996849671,0.2500869929790497,12.819000244140625,12.818948843436077
49999,5000.0,1390,108,200,200.0,-9.983940124511719,0.030274400487542152,-10.0693998336792,0.18421399593353271,-0.00020746199879795313,-0.1901790052652359,14.180000305175781,14.179981432298625
49999,5000.0,1390,75,125,125.0,-2.259660005569458,-0.01969660073518753,-11.96560001373291,0.27686700224876404,0.0011828499846160412,-0.061195798218250275,12.17710018157959,12.177095180272477
49999,5000.0,1390,19,119,119.0,-10.464599609375,0.017550799995660782,1.1266499757766724,-0.03211740031838417,0.00015271500160451978,-0.3078080117702484,10.525099754333496,10.525074116244928
49999,5000.0,1390,13,118,118.0,-12.349699974060059,0.03140509873628616,4.800789833068848,-0.10180900245904922,-0.00028235098579898477,-0.2568570077419281,13.25,13.250006508322787
49999,5000.0,1390,81,115,115.0,12.298500061035156,-0.011091199703514576,-3.5746500492095947,0.08347780257463455,-0.0009314129711128771,0.260886013507843,12.80739974975586,12.807467615637211
49999,5000.0,1390,22,110,110.0,6.062920093536377,-0.030346399173140526,-13.018699645996094,0.23941299319267273,-0.00021567099611274898,0.1009100005030632,14.361300468444824,14.36125135680265
49999,5000.0,1390,234,100,100.0,14.950499534606934,0.10983400046825409,-2.229749917984009,0.04319699853658676,0.0010185600258409977,0.2503049969673157,15.11620044708252,15.115859917021982
49999,5000.0,1390,37,96,96.0,10.485199928283691,0.005366790108382702,8.440400123596191,-0.17047500610351562,0.0010521899675950408,0.2074590027332306,13.46030044555664,13.460303554618779
49999,5000.0,1390,46,92,92.0,10.541600227355957,-0.0192198995500803,10.228899955749512,-0.1807200014591217,-0.0005064180004410446,0.18329299986362457,14.688599586486816,14.688625860104256
49999,5000.0,1390,99,77,77.0,-0.4508320093154907,0.015063400380313396,-13.017200469970703,0.27309998869895935,-0.0015533400001004338,-0.01930220052599907,13.024999618530273,13.025005089289943
49999,5000.0,1390,30,76,76.0,9.942049980163574,0.020980000495910645,-4.8542799949646,0.1348090022802353,-0.00028940499760210514,0.25797998905181885,11.063899993896484,11.063832612507477
