frame,sim_time_T0,n_aggregates,agg_id,n_particles,mass_Mearth,cx_AU,cy_AU,cz_AU,vx,vy,vz,dist_center_AU,r_cyl
49999,5000.0,1711,20,95,95.0,-25.923500061035156,0.4747999906539917,39.04999923706055,-0.12075299769639969,-0.0003469370130915195,-0.0823134034872055,46.8739013671875,46.87142301903068
49999,5000.0,1711,339,83,83.0,-25.230499267578125,0.1548520028591156,-25.123899459838867,0.11488799750804901,-0.00017410000145900995,-0.12150300294160843,35.606300354003906,35.60601658932591
49999,5000.0,1711,42,74,74.0,-15.670700073242188,0.2771480083465576,39.818199157714844,-0.14241699874401093,-0.0005872250185348094,-0.05579499900341034,42.79180145263672,42.79088483484486
49999,5000.0,1711,198,72,72.0,9.317950248718262,0.2714270055294037,44.162601470947266,-0.14374299347400665,0.0020458700601011515,0.03313859924674034,45.135799407958984,45.13490407123186
49999,5000.0,1711,22,70,70.0,32.86360168457031,0.09505180269479752,32.34880065917969,-0.10342500358819962,-0.00028900400502607226,0.10452699661254883,46.11370086669922,46.113568716479065
49999,5000.0,1711,95,62,62.0,6.5281901359558105,-0.10751499980688095,36.16550064086914,-0.1622370034456253,0.000507269985973835,0.029409699141979218,36.750099182128906,36.74997555177278
49999,5000.0,1711,485,60,60.0,-42.23849868774414,0.09400179982185364,24.35759925842285,-0.07393039762973785,-0.0002481300034560263,-0.12149500101804733,48.75849914550781,48.758418893853445
49999,5000.0,1711,117,56,56.0,-4.541009902954102,-0.11663399636745453,-56.457401275634766,0.13092699646949768,0.0004876609891653061,-0.017375700175762177,56.639801025390625,56.63972925197271
49999,5000.0,1711,177,56,56.0,-37.87730026245117,-0.14638100564479828,32.35960006713867,-0.09267490357160568,0.0010526799596846104,-0.10746199637651443,49.818199157714844,49.81800469385586
49999,5000.0,1711,158,56,56.0,-25.53179931640625,0.4391539990901947,35.82080078125,-0.12215600162744522,-0.0001942590024555102,-0.08688730001449585,43.99079895019531,43.98866382311746
49999,5000.0,1711,322,47,47.0,-32.008201599121094,0.451557993888855,-11.711400032043457,0.05930180102586746,-0.0016498500481247902,-0.16054299473762512,34.08649826049805,34.08345434841553
49999,5000.0,1711,35,47,47.0,40.06439971923828,0.44262200593948364,-34.9557991027832,0.09060490131378174,-0.00036031199852004647,0.1014849990606308,53.172000885009766,53.17014214554104
49999,5000.0,1711,71,44,44.0,18.74970054626465,-0.00529449013993144,28.63960075378418,-0.14245299994945526,0.00021136600116733462,0.09350089728832245,34.231300354003906,34.23124306698126
49999,5000.0,1711,11,40,40.0,34.85369873046875,-0.004438010044395924,17.78219985961914,-0.0714033991098404,0.0013144200202077627,0.14320899546146393,39.12779998779297,39.12782829447244
49999,5000.0,1711,106,39,39.0,-22.618900299072266,0.15159599483013153,23.410900115966797,-0.12621000409126282,0.001083069946616888,-0.12178300321102142,32.553199768066406,32.552801645621
49999,5000.0,1711,101,39,39.0,-26.15369987487793,0.592860996723175,-50.30799865722656,0.11166799813508987,0.000684951024595648,-0.069862499833107,56.70320129394531,56.70018294539004
49999,5000.0,1711,261,37,37.0,-16.10919952392578,-0.10227999836206436,-54.80699920654297,0.12148900330066681,0.0004800829919986427,-0.04202060028910637,57.1254997253418,57.125418784702596
49999,5000.0,1711,47,37,37.0,-30.823699951171875,-0.055941399186849594,2.4374101161956787,-0.015038800425827503,-0.0007711260113865137,-0.17807699739933014,30.920000076293945,30.919919902134385
49999,5000.0,1711,171,35,35.0,5.39316987991333,0.17564000189304352,-44.752498626708984,0.14621800184249878,-0.00016722100554034114,0.00804228987544775,45.076698303222656,45.076295485401126
49999,5000.0,1711,122,33,33.0,-45.343299865722656,-0.02319449931383133,-35.16899871826172,0.06846649944782257,0.0007965610129758716,-0.1129470020532608,57.38359832763672,57.38356309569787
49999,5000.0,1711,271,33,33.0,57.02370071411133,-0.11552400141954422,41.22330093383789,-0.06934069842100143,-0.0005758440238423645,0.09691520035266876,70.36389923095703,70.36379028317265
49999,5000.0,1711,299,33,33.0,-11.718199729919434,-0.06221830099821091,-22.32990074157715,0.17354999482631683,-0.0003521449980325997,-0.09716369956731796,25.218000411987305,25.21786414506533
49999,5000.0,1711,324,32,32.0,-30.25349998474121,-0.05885089933872223,-23.154699325561523,0.09297429770231247,0.00024449999909847975,-0.13180600106716156,38.09749984741211,38.09743248808108
49999,5000.0,1711,408,31,31.0,20.807600021362305,-0.12489400058984756,-21.037399291992188,0.12901200354099274,7.368880324065685e-05,0.13075600564479828,29.589599609375,29.589328948452177
49999,5000.0,1711,471,30,30.0,-23.568700790405273,0.298909991979599,-35.007198333740234,0.12077900022268295,-0.00014177699631545693,-0.09333530068397522,42.20280075073242,42.20174868563476
49999,5000.0,1711,5,27,27.0,17.787200927734375,0.08778359740972519,-34.737300872802734,0.1425739973783493,0.001167219947092235,0.0701930969953537,39.0265998840332,39.026460110689214
49999,5000.0,1711,89,26,26.0,-9.620539665222168,0.28347501158714294,-56.29719924926758,0.12828899919986725,0.0002895290090236813,-0.02934039942920208,57.11399841308594,57.11330341314401
49999,5000.0,1711,44,25,25.0,65.79730224609375,-0.14362500607967377,22.755199432373047,-0.03864319995045662,-0.0004644939908757806,0.1135760024189949,69.62110137939453,69.62100318202033
49999,5000.0,1711,599,24,24.0,64.93620300292969,0.07454320043325424,25.82159996032715,-0.04311959818005562,0.0005149809876456857,0.11219699680805206,69.88179779052734,69.88179652061659
49999,5000.0,1711,124,23,23.0,16.741300582885742,0.11690200120210648,21.410999298095703,-0.14965100586414337,0.0007165370043367147,0.11717300117015839,27.17930030822754,27.179073496894357
