frame,sim_time_T0,n_aggregates,agg_id,n_particles,mass_Mearth,cx_AU,cy_AU,cz_AU,vx,vy,vz,dist_center_AU,r_cyl
99999,10000.0,1032,64,83,83.0,-1.4465899467468262,-0.002041569910943508,-3.4818201065063477,0.4730510115623474,-0.00045113000669516623,-0.20136700570583344,3.7703800201416016,3.770370502762409
99999,10000.0,1032,97,60,60.0,-4.5500898361206055,0.0011705299839377403,2.5684399604797363,-0.21594999730587006,-0.0005990869831293821,-0.3823379874229431,5.224959850311279,5.224959458919963
99999,10000.0,1032,124,57,57.0,0.8445969820022583,0.017501799389719963,-7.0371599197387695,0.3657749891281128,-0.0010961999651044607,0.04075919836759567,7.087679862976074,7.087662788111825
99999,10000.0,1032,119,51,51.0,2.425600051879883,-0.009716330096125603,-4.803339958190918,0.38435301184654236,-9.935370326275006e-05,0.19157999753952026,5.381050109863281,5.381041754682194
99999,10000.0,1032,90,45,45.0,2.486020088195801,0.006656430196017027,3.636460065841675,-0.3974590003490448,-0.0007866750238463283,0.26430898904800415,4.405020236968994,4.405012791056832
99999,10000.0,1032,289,37,37.0,-0.14277100563049316,-0.0033578400034457445,4.3201799392700195,-0.484699010848999,-0.0007650289917364717,-0.02022789977490902,4.322539806365967,4.322538405580667
99999,10000.0,1032,123,34,34.0,-1.4473999738693237,0.011840200051665306,4.843969821929932,-0.4299960136413574,0.0002987589978147298,-0.1318349987268448,5.055610179901123,5.055591985131397
99999,10000.0,1032,10,32,32.0,-5.516439914703369,0.03890049830079079,2.0718300342559814,-0.1472260057926178,0.0004253009974490851,-0.3858329951763153,5.8927998542785645,5.892672485670458
99999,10000.0,1032,8,25,25.0,1.457129955291748,-0.00032990999170579016,-4.731820106506348,0.42766401171684265,-0.0013056800235062838,0.13187600672245026,4.951099872589111,4.951095760227858
99999,10000.0,1032,181,25,25.0,-0.05878959968686104,0.005261989776045084,-6.693809986114502,0.3844529986381531,-0.00011547499889275059,-0.009244670160114765,6.694069862365723,6.694068146294716
99999,10000.0,1032,84,24,24.0,5.6988701820373535,-0.0021281300578266382,2.3298099040985107,-0.1585869938135147,-7.252179784700274e-05,0.36962398886680603,6.156710147857666,6.156714671068489
99999,10000.0,1032,208,24,24.0,-4.406559944152832,0.007398549932986498,4.229440212249756,-0.2828010022640228,-3.5518598906492116e-06,-0.29736700654029846,6.107860088348389,6.107858466795663
99999,10000.0,1032,256,22,22.0,-3.7911999225616455,0.010101200081408024,-5.135079860687256,0.3150539994239807,-1.6518399661435978e-06,-0.23716700077056885,6.382969856262207,6.382964987250618
99999,10000.0,1032,503,22,22.0,-5.647180080413818,0.0037656899075955153,-1.82260000705719,0.12443900108337402,-0.0006112250266596675,-0.3941499888896942,5.934010028839111,5.9340132832971895
99999,10000.0,1032,335,20,20.0,2.2322399616241455,-0.006217509973794222,4.287449836730957,-0.4063439965248108,-0.0001691270008450374,0.20610299706459045,4.833749771118164,4.833748167701342
99999,10000.0,1032,100,19,19.0,3.7022500038146973,0.0028422900941222906,-2.6046900749206543,0.26993200182914734,0.00034718000097200274,0.38199499249458313,4.526710033416748,4.526705808547325
99999,10000.0,1032,157,17,17.0,0.8318229913711548,0.002662959974259138,6.2965497970581055,-0.3945229947566986,-0.0007174329948611557,0.044783398509025574,6.351260185241699,6.351257264180544
99999,10000.0,1032,248,17,17.0,-3.780590057373047,-0.000872925971634686,-2.2196600437164307,0.2357189953327179,-0.00029933100449852645,-0.415365993976593,4.384029865264893,4.384033746628687
99999,10000.0,1032,179,17,17.0,1.8564300537109375,-0.004398880060762167,-3.967900037765503,0.4314340054988861,0.000711771019268781,0.20103900134563446,4.380710124969482,4.38070351131193
